latitude,longitude,wnvpresent,week,month_5,month_6,month_7,month_8,month_9,month_10,species_culex pipiens,species_culex pipiens/restuans,species_culex restuans,species_others,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,relativehumidity
41.721474,-87.648064,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.867108,-87.654224,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.868142,-87.696269,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.868142,-87.696269,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.896282,-87.655232,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.906638,-87.701431,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.906638,-87.701431,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.9216,-87.666455,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.9216,-87.666455,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
42.006858,-87.675919,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.966987,-87.674677,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.919343,-87.694259,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.852652,-87.719887,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.852652,-87.719887,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.688324,-87.676709,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.688324,-87.676709,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.731922,-87.677512,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.846283,-87.656913,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.891118,-87.654491,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.891118,-87.654491,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.843811,-87.686763,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.932094,-87.700117,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.857402,-87.694991,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.682587,-87.707973,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.682587,-87.707973,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.944869,-87.832763,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.944869,-87.832763,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.94983,-87.698457,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.953067,-87.776792,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.953705,-87.733974,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.95469,-87.800991,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.95469,-87.800991,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.95469,-87.800991,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.958271,-87.702575,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.662014,-87.724608,0,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.662014,-87.724608,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.662014,-87.724608,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.963976,-87.69181,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.964242,-87.757639,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.979243,-87.750938,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.961743,-87.76007,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
41.961743,-87.76007,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
